SubjectID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46
MOTION001,-0.20902618761123667,-0.6305855780538541,1.1982530354756407,1.4212412586374232,0.3056716610666992,-1.3524739517504019,1.326919273864871,-0.03369538093404568,1.0535716490555347,-0.8325878797726274,1.3079997979026063,-0.6219165398214701,0.33210224396305305,-0.016814574377564145,0.2473743459763222,-0.5670634978909646,1.3512248212748765,-1.9274537031779644,-0.052687138422411774,2.1488812277974785,0.6718115335017054,0.6648486022242712,1.206676464347236,-0.11815030585511833,-2.3175286008415537,0.09382244413958193,2.167046681287342,0.6898858572505381,1.0087271582887192,-0.7571901186422508,-0.15827142994571414,-1.2800337338580674,-0.11101925641617907,-0.32411213421194146,0.07904084047544258,0.2753090470131271,0.20276912545533293,0.2725915962346319,0.9548266342211691,0.5219268734343021,0.5956845306131981,0.7257129211761308,-1.5455367875847807,-0.9212354732860576,-0.31193031357025364,0.2328335721888775
MOTION002,0.9137786125881059,2.147103879998539,0.40836593236341007,0.609988533651471,0.7646576633180672,-0.9519055174092663,-1.3953001577872912,1.1657684843956604,1.1084966698511758,0.5066374059824247,-0.5137438708658052,0.10292869334323758,-2.2710075962983542,0.09462464707221765,1.34060878020291,0.692350504577414,-0.8557633290045833,-0.18095154771276314,-0.2534975745018543,1.3645277899513841,0.575468740595122,0.4255331233669587,-1.3024956221038946,-0.7021221915970777,-1.3789954083770544,0.11827842444751922,0.8277425059436357,-0.8918504933449336,0.4123741626336504,1.7607945617351766,0.6545629468170739,0.8086829100032235,1.2845713442404296,-0.6938999716181375,0.8645378132436801,-0.39997898013689154,1.5377534374707176,0.7303781123112806,0.48504714931200116,0.24437252272188206,-0.5649952806032082,-0.7814372975624851,1.4911161662415804,1.1607142100127472,0.404255900520078,-0.04444595243211549
MOTION006,-0.10806662306125088,-0.8175440968083788,-1.006392893798625,-0.6682672231789146,0.44190346440729916,1.0551366807964082,0.2551140728031069,0.2111173289460167,0.21664359077981926,0.7798110764720594,1.1896457562481295,1.0924752724174271,-0.07046142743121786,-0.23755083248371467,0.12582668369630878,2.204930998564982,0.44922036828429474,0.5828935544880466,-1.8398277550981827,-0.5413219592654509,0.30988505714138653,-0.9434803161740525,-0.11633100847506062,0.8325233616481145,0.21312196761635765,0.6624884863668679,1.1184793849219834,1.2530353404970875,-0.560229302117402,-1.0247207712073783,1.7979479070505295,0.8716620031672659,0.29293048097369995,-1.2000158089704318,1.8090658024821569,-0.19561041741342233,0.9950442148172368,-1.510089494276841,0.1247812438381735,2.158064000034605,0.06579350234495064,1.4822764083958677,-0.5402998082877565,-0.010863406578680969,1.5535594797511687,-0.1627969690386369
MOTION007,-0.46277355971893774,0.7470165309958605,0.9666323616578717,0.4655677710956402,0.7536968834741928,0.12286938099612396,0.30331959369973827,-0.27530163844248606,-1.2324070955405049,0.7297506765660247,1.7969745383212166,0.24806467591008552,0.33634120659495487,-0.5689142940199203,-2.5639747444128655,0.8777393252263193,-0.3095472708093777,0.07008923285370339,0.06025297200596099,-0.4227574312890971,2.0459222020750216,1.1215177263273752,-0.12648403964265692,0.45180815187706524,1.5446151510525845,-0.9376350789288762,1.4873503862148119,0.6144501619115967,-0.5015539449352844,2.6590551692180204,-0.9762125977780185,-0.15665063249636915,-2.0718644942558635,0.36674853730605295,0.04981476244511507,0.01102813722496015,0.8862995814911803,-0.5996282752767501,0.7504331044435869,0.048516061687154124,0.2504263493415222,-0.9566017616821686,0.7094922165270545,-0.11265509965136433,-0.6991775817534072,-0.0038684610241653
MOTION008,1.7323620084267268,0.031236030604473834,-0.3537896266624778,-0.7462561434847685,0.39773592740794855,-0.146851482689555,-0.47694050291206325,-0.49183913234052096,-0.01833409988365082,0.9932900777627846,0.4982042262895675,-0.07336784626935716,0.474836746381629,0.17697559941187488,-1.7324769747093685,-0.3765336443565103,0.475994618664772,-0.10739576134582624,-0.8815026704509786,1.2810323587666101,-0.24796801487649034,-0.15785506460491433,0.07351701903197838,-1.5522746163253942,-0.7715362650624359,2.0707803007219665,-0.47117292215060863,-0.15746624416121358,0.11004073321008005,-0.10325533814283357,-0.34868751865212927,1.0851188121609956,-0.33080505684097955,0.9437780863512093,0.12590407891088104,-0.024544338234975045,0.024487572842307445,-2.278041345901794,0.15120729829898052,-2.8575416253943198,-0.22161269514980717,1.647382202975019,-0.6540333443485398,2.2582739327667336,-0.8675622027325053,-1.437606490771739
MOTION012,0.551676752725019,0.3692565423949781,-0.006515093180631652,-0.23842587818507963,0.13194848894412547,1.4943531491531734,-0.8485178247099717,-0.46591068593320506,1.7523628513232774,0.04496429713546528,-0.2723782017501743,-1.6131056190754802,0.5521084442866592,-0.6731499302400845,-1.1965479583203913,0.31916131412525295,-2.1717196448833027,0.9404584539136461,0.2740993673135562,-0.9816680440188225,-0.821436438949826,1.844311570100798,-0.49286543965051577,-0.2204978605960851,-0.8064066085940934,0.3788205462849539,-0.5071803301709338,-0.607334987264321,0.10598325600062855,0.4615746603377913,-0.09819567478758856,-1.0341780205348148,-0.22197232436591743,0.4980582002433987,-0.5600158902029819,1.612999105855068,0.3522837782636642,1.1978082641252268,1.0793865587415388,0.6828387720748451,2.0874584280427944,1.5500020742902991,-1.325875396413559,-0.05017874338932676,1.908362066097911,-0.6011184126849323
MOTION013,-0.1724814861589364,-0.12126122878064027,-0.5697724264923257,-1.3309113039575204,0.1211847458198704,0.6999419794625692,-1.0539633833042394,0.3357760289892555,0.8555946831677422,-1.3550642293347834,-0.07513691264544159,0.12316285810763122,0.3893655831272449,1.319361209779081,-0.374599653309175,-0.7529603501233982,-0.6577225673425413,-1.6078871745891967,-1.5971807215120495,-0.39822274044899786,-0.2980327005370002,0.4687130288568817,0.5175830805800142,-1.3585872814590876,-0.5837057253273643,0.5782076344442917,-1.4430563707598227,1.4426329304776522,-0.7591732513518762,0.03334830838731833,-0.06774143829291325,0.016933644432712832,-0.0680736108334604,1.5303769022150198,1.4803464411720388,-1.853024913035052,0.04166587101024466,-0.2620332377595119,1.1663381969584183,1.2278926747996177,1.1258580040795074,-2.6029137142855903,0.14329934801196348,-1.0544738945949303,-1.1438677274038633,0.177039521502946
MOTION015,-1.4534007484425657,0.23712364312553733,-0.05154416902486831,0.3285046121377549,-1.4667680488457209,0.6458277152408115,-0.2572225919044376,-0.42821325310995617,-0.6599812414680111,0.8880330863088569,0.4757037138646393,0.258897217068009,-0.7037719322191919,2.175664054925136,-1.0754597943106377,-1.3460422657656093,-2.187878479094404,-0.5552081044055303,-0.35722192282983134,1.3327072922711933,0.07289054338058157,-1.2370470564742897,1.336328249502436,2.3339593500739726,0.3350242598431089,0.5904132970725319,0.3444476068842518,-1.906686562554317,0.2020773149048237,0.08068485195461898,1.3102815039171847,-0.9887532000641537,0.4427094266498829,0.35367766101000375,0.6440603205412586,0.1647186709998009,0.5889655914674281,-0.06407692623773824,-0.9183137338952211,-0.7469251578695842,-0.07629806072467141,-1.1579582734724603,-1.3262250053973947,0.2925612279215077,0.8826967445747557,2.363151871106263
MOTION016,0.7388512134795926,0.615056671381546,1.4054156694756927,0.1297139608655816,-2.437323217052759,-0.2001682057123909,-0.32746591686827486,0.6994025294059595,-0.8893702523296808,-0.05925844470594436,-1.4767613438877718,0.4291761272573084,-0.20932909649148942,-0.41912939651236647,1.3649490146867205,0.4084787241474499,-0.3400760287290835,-0.2384844550726223,-1.448255287996648,0.01459472164753087,-0.9714941043432577,-0.5416591815763905,-1.5359601043900235,2.1553716609875977,-0.23520875702760605,-0.5997407694733272,0.8094169646595433,1.2471506786950601,-0.576004775609774,-0.5146678814816923,-2.622253438103417,0.6914152946104636,-0.16905901993991393,0.033717647501818736,-0.28064777830466187,0.9199311681681308,-0.17592976414014078,-1.3302488663270602,0.8899164797658496,-0.6079923962750179,1.6231214519791044,-0.6227838219484212,-1.00267076110877,0.2593278911489009,-0.1380510131711209,-0.8018924587138525
MOTION017,-0.7604394043110941,-0.996754727310298,-0.186765866234936,-1.1185252312746523,-0.38938335256223827,-0.07183492745506603,-0.3780779460385084,-0.4113276610263158,-1.4917739051415855,0.5548745514868674,0.19888690831182054,0.05471615112137192,-0.7180319216490856,-0.021037864347959186,-0.9954777316724972,0.5110328424921923,0.6115254642679572,-0.24613056865481456,-0.031000626374274348,-0.2941420070935248,-0.7945159708083741,1.2314926921378404,-0.5974380941397943,0.7972784863869292,-1.8443385813165118,-1.822494978292725,-0.903232545857146,-0.8216638695063898,1.1864447971806076,1.415159647932184,0.3906247830258366,0.8591316060790097,1.6258952269822353,-1.2760526988815883,-0.04676915557975309,-2.0531060942706283,-0.754258150171705,-0.3954756958324311,0.37040672827758025,-1.507596979479586,0.6562903896666462,1.2690592481113319,0.1201534694623023,-2.5478779860082104,-0.0401605102296998,0.12758570384950668
